OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,GlobalID
62,EDAL,Lands - http://landsnet.nps.gov/tractsnet/documents/EDAL/Metadata/edal_metadata.xml,Edgar Allan Poe National Historic Site,2009/03/17 00:00:00+00,PA,NE,1888911,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048151,Edgar Allan Poe,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:07.484+00,RJohnson@nps.gov_nps,3603.2265625,281.411619380224,3da857bf-c06b-47ed-a16e-8c9a3e692c48
63,BOAF,Lands - http://landsnet.nps.gov/tractsnet/documents/BOAF/Metadata/boaf_metadata.xml,Boston African American National Historic Site,2009/03/12 00:00:00+00,MA,NE,1888904,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048143,Boston African American,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:13.988+00,RJohnson@nps.gov_nps,4361.29296875,852.333304678589,b0b718ae-0ec1-4491-8d12-2c74932bc361
64,MACA,Lands - http://landsnet.nps.gov/tractsnet/documents/MACA/Metadata/maca_metadata.xml,Mammoth Cave National Park,2009/03/27 00:00:00+00,KY,SE,507318,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048014,Mammoth Cave,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:21.461+00,RJohnson@nps.gov_nps,330311827.757813,146274.99099792,200c38db-7c88-4a23-aadd-f71c4ba9ddd9
65,EUON,Lands - http://landsnet.nps.gov/tractsnet/documents/EUON/Metadata/euon_metadata.xml,Eugene O'Neill National Historic Site,2009/05/14 00:00:00+00,CA,PW,1888915,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048393,Eugene O'Neill,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:28.304+00,RJohnson@nps.gov_nps,85735.62890625,1343.38923857127,0d4b6a9b-cf86-4419-acc0-e701fe2d1123
66,ADAM,Lands - http://landsnet.nps.gov/tractsnet/documents/ADAM/Metadata/adam_metadata.xml,Adams National Historical Park,2009/06/05 00:00:00+00,MA,NE,1888899,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048140,Adams,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:38.249+00,RJohnson@nps.gov_nps,100799.81640625,2163.81464597153,c710a3f8-c12a-4d81-8449-4adae2e4d513
67,NAVA,Lands - http://landsnet.nps.gov/tractsnet/documents/NAVA/Metadata/nava_metadata.xml,Navajo National Monument,2009/07/13 00:00:00+00,AZ,IM,8538,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048406,Navajo,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:45.117+00,RJohnson@nps.gov_nps,2274168.37109375,10050.3443921801,ce6f97c1-0544-4ed1-9409-7671627e6092
68,THST,Lands - http://landsnet.nps.gov/tractsnet/documents/THST/Metadata/thst_metadata.xml,Thomas Stone National Historic Site,2009/07/28 00:00:00+00,MD,NE,1888967,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048411,Thomas Stone,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:51.503+00,RJohnson@nps.gov_nps,2172355.7578125,6334.90132699502,2d31dc64-bf3c-426c-915a-07cba2c22833
69,CARI,Lands - http://landsnet.nps.gov/tractsnet/documents/CARI/Metadata/cari_metadata.xml,Cane River Creole National Historical Park,2009/07/28 00:00:00+00,LA,SE,2733428,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047922,Cane River Creole,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:57.933+00,RJohnson@nps.gov_nps,1153290.921875,6188.26890089899,51dbb8c0-94f2-4775-954b-773fcefe2b7e
70,GRBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRBA/Metadata/grba_metadata.xml,Great Basin National Park,2009/09/10 00:00:00+00,NV,PW,862430,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048548,Great Basin,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:15:04.228+00,RJohnson@nps.gov_nps,515901035.863281,132859.999445006,fa54b854-460a-4b03-881a-31bd0a5fabdb
71,GRPO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRPO/Metadata/grpo_metadata.xml,Grand Portage National Monument,2009/12/14 00:00:00+00,MI,MW,644333,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049054,Grand Portage,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:15:10.915+00,RJohnson@nps.gov_nps,6395838.46875,46692.8451006974,dd4011ae-b370-402a-bd9f-e5db89acbd58
73,FOPO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPO/Metadata/fopo_metadata.xml,Fort Point National Historic Site,2010/02/24 00:00:00+00,CA,PW,1655639,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049236,Fort Point,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:15:23.771+00,RJohnson@nps.gov_nps,162800.9296875,2664.74579936115,83a4c9ee-4a90-47bb-a8c4-a48e73ec6b87
74,SAMA,Lands - http://landsnet.nps.gov/tractsnet/documents/SAMA/Metadata/sama_metadata.xml,Salem Maritime National Historic Site,2010/03/25 00:00:00+00,MA,NE,1888961,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049237,Salem Maritime,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:15:32.246+00,RJohnson@nps.gov_nps,70391.6328125,3446.5091473703,dd34fd27-4dcc-43c4-a995-83f4cc9cb436
75,WAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/WAMO/Metadata/wamo_metadata.xml,Washington Monument,2009/11/06 00:00:00+00,DC,NC,531850,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049241,Washington Monument,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:15:39.976+00,RJohnson@nps.gov_nps,698443.19140625,4277.12056663484,b6402c0a-46b7-462a-b257-4d778fdc771b
76,JEFM,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFM/Metadata/jefm_metadata.xml,Thomas Jefferson Memorial,2009/11/06 00:00:00+00,DC,NC,530557,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049278,Thomas Jefferson Memorial,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:15:46.927+00,RJohnson@nps.gov_nps,131694.984375,1943.24627864875,2c6d1cae-b093-4ad4-958f-10a1553b91a6
77,MOCR,Lands - http://landsnet.nps.gov/tractsnet/documents/MOCR/Metadata/mocr_metadata.xml,Moores Creek National Battlefield,2009/10/26 00:00:00+00,NC,SE,1025558,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049235,Moores Creek,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:15:53.955+00,RJohnson@nps.gov_nps,542942.25390625,3289.12001684538,a34f49e0-a5ad-4a3b-aff0-0b133ba575a7
78,HOBE,Lands - http://landsnet.nps.gov/tractsnet/documents/HOBE/Metadata/hobe_metadata.xml,Horseshoe Bend National Military Park,2009/10/26 00:00:00+00,AL,SE,149966,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049234,Horseshoe Bend,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:16:01.049+00,RJohnson@nps.gov_nps,11989088.3007813,15611.0166866096,58678b25-9f0a-45d8-93e0-99c2cb5135bd
79,FOMA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMA/Metadata/foma_metadata.xml,Fort Matanzas National Monument,2009/10/26 00:00:00+00,FL,SE,307963,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049233,Fort Matanzas,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:16:08.108+00,RJohnson@nps.gov_nps,1474420.65234375,13355.2275671174,3509be9b-23b8-4912-b2b6-57e557e7f3a1
81,CANY,Lands - http://landsnet.nps.gov/tractsnet/documents/CANY/Metadata/cany_metadata.xml,Canyonlands National Park,2010/04/26 00:00:00+00,UT,IM,1448008,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165304,Canyonlands,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:16:24.037+00,RJohnson@nps.gov_nps,2196490657.41016,353937.358466253,b883c39f-895b-4e27-9c95-281d94099647
82,WHHO,Lands - http://landsnet.nps.gov/tractsnet/documents/WHHO/Metadata/whho_metadata.xml,White House,2010/05/28 00:00:00+00,DC,NC,2733430,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165312,President's Park (White House),2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:16:32.831+00,RJohnson@nps.gov_nps,122787.84765625,1366.08911171648,40332395-73a3-4401-8c23-c4b88f1eb5f4
83,BOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/BOWA/Metadata/bowa_metadata.xml,Booker T. Washington National Monument,2010/06/07 00:00:00+00,VA,NE,1477005,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165302,Booker T Washington,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:16:38.762+00,RJohnson@nps.gov_nps,1555430.48828125,8349.61526209777,21fb8c4b-47b0-44d2-bfa7-718a58b17225
84,JELA,Lands - http://landsnet.nps.gov/tractsnet/documents/JELA/Metadata/jela_metadata.xml,Jean Lafitte National Historical Park and Preserve,2010/06/11 00:00:00+00,LA,SE,560393,National Historical Park and Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047992,Jean Lafitte,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:16:46.827+00,RJohnson@nps.gov_nps,117145047.509766,117446.557725863,1b0b6b8d-de34-42dd-a72c-4139cad7a73c
85,JECA,Lands - http://landsnet.nps.gov/tractsnet/documents/JECA/Metadata/jeca_metadata.xml,Jewel Cave National Monument,2010/07/22 00:00:00+00,SD,MW,1261888,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165329,Jewel Cave,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:16:52.332+00,RJohnson@nps.gov_nps,9873220.8125,13690.5245709167,3cbb5252-6b14-402b-a02d-b72b10def4ec
86,FOLS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLS/Metadata/fols_metadata.xml,Fort Larned National Historic Site,2010/07/28 00:00:00+00,KS,MW,475845,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165328,Fort Larned,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:17:00.524+00,RJohnson@nps.gov_nps,4625403.83203125,12380.5537459808,f6d32175-52cc-4901-86a3-605c7f7fa84c
87,RORI,Lands - http://landsnet.nps.gov/tractsnet/documents/RORI/Metadata/rori_metadata.xml,Rosie the Riveter/World War II Home Front National Historical Park,2010/05/17 00:00:00+00,CA,PW,2026588,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165602,Rosie the Riveter WWII Home Front,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:17:07.630+00,RJohnson@nps.gov_nps,971229.625,17849.9316418135,805d2e27-2ff9-43fc-ae63-f98490420442
88,FOST,Lands - http://landsnet.nps.gov/tractsnet/documents/FOST/Metadata/fost_metadata.xml,Fort Stanwix National Monument,2010/07/08 00:00:00+00,NY,NE,1888919,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165601,Fort Stanwix,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:17:14.709+00,RJohnson@nps.gov_nps,127551.01953125,1435.74017650995,c950c1ec-9d33-45f1-b5b3-f55b876bf4ba
89,THKO,Lands - http://landsnet.nps.gov/tractsnet/documents/THKO/Metadata/thko_metadata.xml,Thaddeus Kosciuszko National Memorial,2010/07/07 00:00:00+00,PA,NE,1888966,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165600,Thaddeus Kosciuszko,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:17:20.965+00,RJohnson@nps.gov_nps,192.98828125,56.1454704471997,b18ec18e-d5a5-4682-b3bf-e6959a61adf7
90,PEVI,Lands - http://landsnet.nps.gov/tractsnet/documents/PEVI/Metadata/pevi_metadata.xml,Perry's Victory and International Peace Memorial,2010/09/01 00:00:00+00,OH,MW,1082175,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166417,Perry's Victory & International Peace,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:17:29.114+00,RJohnson@nps.gov_nps,194081.44921875,2504.74999310174,26f4b104-5643-4c79-ae9b-8b160ae25904
91,JAGA,Lands - http://landsnet.nps.gov/tractsnet/documents/JAGA/Metadata/jaga_metadata.xml,James A. Garfield National Historic Site,2010/09/07 00:00:00+00,OH,MW,1888932,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166418,James A Garfield,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:17:39.381+00,RJohnson@nps.gov_nps,56656.23828125,1039.26366195552,0fbcda3d-f799-4271-b8fb-4258a80ce6cc
93,RABR,Lands - http://landsnet.nps.gov/tractsnet/documents/RABR/Metadata/rabr_metadata.xml,Rainbow Bridge National Monument,2010/03/29 00:00:00+00,UT,IM,23944,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166457,Rainbow Bridge,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:17:52.632+00,RJohnson@nps.gov_nps,1018636.984375,4037.10961555186,d2edaccf-9f1a-4d12-b459-c5ee239a2a17
94,NABR,Lands - http://landsnet.nps.gov/tractsnet/documents/NABR/Metadata/nabr_metadata.xml,Natural Bridges National Monument,2010/07/12 00:00:00+00,UT,IM,1454484,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166445,Natural Bridges,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:17:58.709+00,RJohnson@nps.gov_nps,49150258.3242188,51685.5379940577,caba8a88-69bb-4db7-b9d5-bf5bbc6c6fb4
96,PIMA,Lands - http://landsnet.nps.gov/tractsnet/documents/PIMA/Metadata/pima_metadata.xml,Hohokam Pima National Monument,2010/09/20 00:00:00+00,AZ,IM,25440,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166444,Hohokam Pima,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:18:11.347+00,RJohnson@nps.gov_nps,9779859.34765625,16841.6508821299,687b20a0-5098-4406-8ff1-61b7e2383d9f
97,GUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/GUIS/Metadata/guis_metadata.xml,Gulf Islands National Seashore,2010/10/05 00:00:00+00,FL,SE,689020,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166436,Gulf Islands,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:18:17.833+00,RJohnson@nps.gov_nps,710305581.28125,440556.286469795,9a8baae4-4552-4a02-9272-c6d826328024
98,APCO,Lands - http://landsnet.nps.gov/tractsnet/documents/APCO/Metadata/apco_metadata.xml,Appomattox Court House National Historical Park,2010/10/07 00:00:00+00,VA,NE,1462531,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166449,Appomattox Court House,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:18:26.553+00,RJohnson@nps.gov_nps,11419907.1484375,29122.1642685048,b1f8beff-7c88-4c43-8dba-741f9aae38fa
99,PIPE,Lands - http://landsnet.nps.gov/tractsnet/documents/PIPE/Metadata/pipe_metadata.xml,Pipestone National Monument,2010/10/21 00:00:00+00,MN,MW,649530,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166448,Pipestone,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:18:32.407+00,RJohnson@nps.gov_nps,2243517.44140625,6321.98760537128,c5eaf37d-ad6b-4eed-8c16-1c9379218ba9
100,BISC,Lands - http://landsnet.nps.gov/tractsnet/documents/BISC/Metadata/bisc_metadata.xml,Biscayne National Park,2010/12/02 00:00:00+00,FL,SE,294450,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167747,Biscayne,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:18:38.752+00,RJohnson@nps.gov_nps,867063857.435547,143915.163310774,f214654f-4f29-4918-8aea-f31f688af35c
101,ARPO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARPO/Metadata/arpo_metadata.xml,Arkansas Post National Memorial,2010/12/13 00:00:00+00,AR,MW,2733432,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167744,Arkansas Post,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:18:48.865+00,RJohnson@nps.gov_nps,4505848.7265625,14849.8723912642,b48fed48-8965-4be1-bc7f-efb7d4333789
102,MORU,Lands - http://landsnet.nps.gov/tractsnet/documents/MORU/Metadata/moru_metadata.xml,Mount Rushmore National Memorial,2010/12/13 00:00:00+00,SD,MW,1262098,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167739,Mount Rushmore,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:18:56.165+00,RJohnson@nps.gov_nps,9923432.12109375,17217.2142055084,a414c1cf-016e-4c16-b0f4-1fccede8e62f
103,GUMO,Lands - http://landsnet.nps.gov/tractsnet/documents/GUMO/Metadata/gumo_metadata.xml,Guadalupe Mountains National Park,2010/12/21 00:00:00+00,TX,IM,1377201,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167742,Guadalupe Mountains,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:02.469+00,RJohnson@nps.gov_nps,491447398.027344,134372.171702677,ec546685-d3a7-448d-937b-f509fb8fd3a4
104,CIRO,Lands - http://landsnet.nps.gov/tractsnet/documents/CIRO/Metadata/ciro_metadata.xml,City of Rocks National Reserve,2007/10/03 00:00:00+00,ID,PW,401309,National Reserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171130,City of Rocks,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:08.244+00,RJohnson@nps.gov_nps,106838641.816406,49493.6157073944,1725d261-b760-4bcd-aa96-7b2e2bf8fcd3
105,HAFO,Lands - http://landsnet.nps.gov/tractsnet/documents/HAFO/Metadata/hafo_metadata.xml,Hagerman Fossil Beds National Monument,2008/09/04 00:00:00+00,ID,PW,395749,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169655,Hagerman Fossil Beds,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:17.171+00,RJohnson@nps.gov_nps,32934566.8632813,46102.3616710101,11a46457-6cfc-4623-b308-2fbe80d0e6e7
106,PETE,Lands - http://landsnet.nps.gov/tractsnet/documents/PETE/Metadata/pete_metadata.xml,Petersburg National Battlefield,2011/02/02 00:00:00+00,VA,NE,1498529,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169676,Petersburg,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:24.364+00,RJohnson@nps.gov_nps,17776168.8476563,55879.6663884941,ed1038f1-f322-4540-8ca7-d4d46f076ea9
107,FOVA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOVA/Metadata/fova_metadata.xml,Fort Vancouver National Historic Site,2011/03/03 00:00:00+00,WA,PW,1504974,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171108,Fort Vancouver,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:31.125+00,RJohnson@nps.gov_nps,1723304.90625,11765.8235854568,96b9bcba-3f65-4e2b-9c3f-d121f3563aee
108,SAGA,Lands - http://landsnet.nps.gov/tractsnet/documents/SAGA/Metadata/saga_metadata.xml,Saint-Gaudens National Historical Park,2011/03/09 00:00:00+00,NH,NE,1888960,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171112,Saint-Gaudens,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:37.257+00,RJohnson@nps.gov_nps,1449352,13228.9794537583,f1e9552c-98e0-41ce-8d1f-51e8dc4af504
109,JOFI,Lands - http://landsnet.nps.gov/tractsnet/documents/JOFI/Metadata/jofi_metadata.xml,John Fitzgerald Kennedy National Historic Site,2010/10/28 00:00:00+00,MA,NE,607138,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171834,John F Kennedy,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:44.747+00,RJohnson@nps.gov_nps,644.6484375,104.182436577932,3b103973-80ff-4a25-9b44-5148e82b52e7
110,JEFF,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFF/Metadata/jeff_metadata.xml,Gateway Arch National Park,2010/10/28 00:00:00+00,MO,MW,765817,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171833,Gateway Arch,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:52.544+00,RJohnson@nps.gov_nps,1290994.1328125,9270.23051662979,d931b045-d4f9-47df-b3bd-a0ba85ca8796
111,FOPU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPU/Metadata/fopu_metadata.xml,Fort Pulaski National Monument,2010/12/21 00:00:00+00,GA,SE,314296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171830,Fort Pulaski,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:59.195+00,RJohnson@nps.gov_nps,30589694.9824219,56871.6130430017,7d96ca78-c756-4e1d-b7c8-0ef64f4bda1d
112,ELRO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELRO/Metadata/elro_metadata.xml,Eleanor Roosevelt National Historic Site,2011/04/22 00:00:00+00,NY,NE,1888914,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171829,Eleanor Roosevelt,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:20:09.105+00,RJohnson@nps.gov_nps,1291438.296875,5804.85058154385,91e4be3a-4856-4565-b2f8-e4ad2bc32d25
113,FRHI,Lands - http://landsnet.nps.gov/tractsnet/documents/FRHI/Metadata/frhi_metadata.xml,Friendship Hill National Historic Site,2011/04/14 00:00:00+00,PA,NE,1888922,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171831,Friendship Hill,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:20:15.948+00,RJohnson@nps.gov_nps,4631731.1796875,13931.3124936055,76595541-b9f0-4f33-b688-bef39e45048b
114,THRB,Lands - http://landsnet.nps.gov/tractsnet/documents/THRB/Metadata/thrb_metadata.xml,Theodore Roosevelt Birthplace National Historic Site,2011/03/28 00:00:00+00,NY,NE,2083047,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171836,Theodore Roosevelt Birthplace,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:20:22.472+00,RJohnson@nps.gov_nps,745.14453125,114.33913565668,28493494-b6fa-4ce6-81ad-ce14fcc69072
115,CORO,Lands - http://landsnet.nps.gov/tractsnet/documents/CORO/Metadata/coro_metadata.xml,Coronado National Memorial,2011/02/14 00:00:00+00,AZ,IM,40512,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174268,Coronado,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:20:28.313+00,RJohnson@nps.gov_nps,26779356.2851563,22919.52989754,9c54ae70-1dc3-4c10-8782-c0c59373fed8
